type,typeCode,title
subcategory,U04.9,"Severe acute respiratory syndrome [SARS], unspecified"
subcategory,U07.0,"Vaping-related disorder"
subcategory,U07.1,"COVID-19, virus identified"
subcategory,U07.2,"COVID-19, virus not identified"
subcategory,U08.9,"Personal history of COVID-19, unspecified"
subcategory,U09.9,"Post COVID-19 condition, unspecified"
subcategory,U10.9,"Multisystem inflammatory syndrome associated with COVID-19, unspecified"
subcategory,U11.9,"Need for immunization against COVID-19, unspecified"
subcategory,U12.9,"COVID-19 vaccines causing adverse effects in therapeutic use, unspecified"
subcategory,U13.9,"Emergency use of U13.9"
subcategory,U14.9,"Emergency use of U14.9"
subcategory,U15.9,"Emergency use of U15.9"
subcategory,U16.9,"Emergency use of U16.9"
subcategory,U17.9,"Emergency use of U17.9"
subcategory,U18.9,"Emergency use of U18.9"
subcategory,U19.9,"Emergency use of U19.9"
subcategory,U20.9,"Emergency use of U20.9"
subcategory,U21.9,"Emergency use of U21.9"
subcategory,U22.9,"Emergency use of U22.9"
subcategory,U23.9,"Emergency use of U23.9"
subcategory,U24.9,"Emergency use of U24.9"
subcategory,U25.9,"Emergency use of U25.9"
subcategory,U26.9,"Emergency use of U26.9"
subcategory,U27.9,"Emergency use of U27.9"
subcategory,U28.9,"Emergency use of U28.9"
subcategory,U29.9,"Emergency use of U29.9"
subcategory,U30.9,"Emergency use of U30.9"
subcategory,U31.9,"Emergency use of U31.9"
subcategory,U32.9,"Emergency use of U32.9"
subcategory,U33.9,"Emergency use of U33.9"
subcategory,U34.9,"Emergency use of U34.9"
subcategory,U35.9,"Emergency use of U35.9"
subcategory,U36.9,"Emergency use of U36.9"
subcategory,U37.9,"Emergency use of U37.9"
subcategory,U38.9,"Emergency use of U38.9"
subcategory,U39.9,"Emergency use of U39.9"
subcategory,U40.9,"Emergency use of U40.9"
subcategory,U41.9,"Emergency use of U41.9"
subcategory,U42.9,"Emergency use of U42.9"
subcategory,U43.9,"Emergency use of U43.9"
subcategory,U44.9,"Emergency use of U44.9"
subcategory,U45.9,"Emergency use of U45.9"
subcategory,U46.9,"Emergency use of U46.9"
subcategory,U47.9,"Emergency use of U47.9"
subcategory,U48.9,"Emergency use of U48.9"
subcategory,U49.9,"Emergency use of U49.9"
subcategory,U82.0,"Resistance to penicillin"
subcategory,U82.1,"Resistance to methicillin"
subcategory,U82.2,"Extended spectrum betalactamase (ESBL) resistance"
subcategory,U82.8,"Resistance to other betalactam antibiotics"
subcategory,U82.9,"Resistance to betalactam antibiotics, unspecified"
subcategory,U83.0,"Resistance to vancomycin"
subcategory,U83.1,"Resistance to other vancomycin related antibiotics"
subcategory,U83.2,"Resistance to quinolones"
subcategory,U83.7,"Resistance to multiple antibiotics"
subcategory,U83.8,"Resistance to other single specified antibiotic"
subcategory,U83.9,"Resistance to unspecified antibiotic"
subcategory,U84.0,"Resistance to antiparasitic drug(s)"
subcategory,U84.1,"Resistance to antifungal drug(s)"
subcategory,U84.2,"Resistance to antiviral drug(s)"
subcategory,U84.3,"Resistance to tuberculostatic drug(s)"
subcategory,U84.7,"Resistance to multiple antimicrobial drugs"
subcategory,U84.8,"Resistance to other specified antimicrobial drug"
subcategory,U84.9,"Resistance to unspecified antimicrobial drugs"
category,U85,"Resistance to antineoplastic drugs"
subcategory,Z00.0,"General medical examination"
subcategory,Z00.1,"Routine child health examination"
subcategory,Z00.2,"Examination for period of rapid growth in childhood"
subcategory,Z00.3,"Examination for adolescent development state"
subcategory,Z00.4,"General psychiatric examination, not elsewhere classified"
subcategory,Z00.5,"Examination of potential donor of organ and tissue"
subcategory,Z00.6,"Examination for normal comparison and control in clinical research programme"
subcategory,Z00.8,"Other general examinations"
subcategory,Z01.0,"Examination of eyes and vision"
subcategory,Z01.1,"Examination of ears and hearing"
subcategory,Z01.2,"Dental examination"
subcategory,Z01.3,"Examination of blood pressure"
subcategory,Z01.4,"Gynaecological examination (general)(routine)"
subcategory,Z01.5,"Diagnostic skin and sensitization tests"
subcategory,Z01.6,"Radiological examination, not elsewhere classified"
subcategory,Z01.7,"Laboratory examination"
subcategory,Z01.8,"Other specified special examinations"
subcategory,Z01.9,"Special examination, unspecified"
subcategory,Z02.0,"Examination for admission to educational institution"
subcategory,Z02.1,"Pre-employment examination"
subcategory,Z02.2,"Examination for admission to residential institutions"
subcategory,Z02.3,"Examination for recruitment to armed forces"
subcategory,Z02.4,"Examination for driving licence"
subcategory,Z02.5,"Examination for participation in sport"
subcategory,Z02.6,"Examination for insurance purposes"
subcategory,Z02.7,"Issue of medical certificate"
subcategory,Z02.8,"Other examinations for administrative purposes"
subcategory,Z02.9,"Examination for administrative purposes, unspecified"
subcategory,Z03.0,"Observation for suspected tuberculosis"
subcategory,Z03.1,"Observation for suspected malignant neoplasm"
subcategory,Z03.2,"Observation for suspected mental and behavioural disorders"
subcategory,Z03.3,"Observation for suspected nervous system disorder"
subcategory,Z03.4,"Observation for suspected myocardial infarction"
subcategory,Z03.5,"Observation for other suspected cardiovascular diseases"
subcategory,Z03.6,"Observation for suspected toxic effect from ingested substance"
subcategory,Z03.8,"Observation for other suspected diseases and conditions"
subcategory,Z03.9,"Observation for suspected disease or condition, unspecified"
subcategory,Z04.0,"Blood-alcohol and blood-drug test"
subcategory,Z04.1,"Examination and observation following transport accident"
subcategory,Z04.2,"Examination and observation following work accident"
subcategory,Z04.3,"Examination and observation following other accident"
subcategory,Z04.4,"Examination and observation following alleged rape and seduction"
subcategory,Z04.5,"Examination and observation following other inflicted injury"
subcategory,Z04.6,"General psychiatric examination, requested by authority"
subcategory,Z04.8,"Examination and observation for other specified reasons"
subcategory,Z04.9,"Examination and observation for unspecified reason"
subcategory,Z08.0,"Follow-up examination after surgery for malignant neoplasm"
subcategory,Z08.1,"Follow-up examination after radiotherapy for malignant neoplasm"
subcategory,Z08.2,"Follow-up examination after chemotherapy for malignant neoplasm"
subcategory,Z08.7,"Follow-up examination after combined treatment for malignant neoplasm"
subcategory,Z08.8,"Follow-up examination after other treatment for malignant neoplasm"
subcategory,Z08.9,"Follow-up examination after unspecified treatment for malignant neoplasm"
subcategory,Z09.0,"Follow-up examination after surgery for other conditions"
subcategory,Z09.1,"Follow-up examination after radiotherapy for other conditions"
subcategory,Z09.2,"Follow-up examination after chemotherapy for other conditions"
subcategory,Z09.3,"Follow-up examination after psychotherapy"
subcategory,Z09.4,"Follow-up examination after treatment of fracture"
subcategory,Z09.7,"Follow-up examination after combined treatment for other conditions"
subcategory,Z09.8,"Follow-up examination after other treatment for other conditions"
subcategory,Z09.9,"Follow-up examination after unspecified treatment for other conditions"
subcategory,Z10.0,"Occupational health examination"
subcategory,Z10.1,"Routine general health check-up of inhabitants of institutions"
subcategory,Z10.2,"Routine general health check-up of armed forces"
subcategory,Z10.3,"Routine general health check-up of sports teams"
subcategory,Z10.8,"Routine general health check-up of other defined subpopulations"
subcategory,Z11.0,"Special screening examination for intestinal infectious diseases"
subcategory,Z11.1,"Special screening examination for respiratory tuberculosis"
subcategory,Z11.2,"Special screening examination for other bacterial diseases"
subcategory,Z11.3,"Special screening examination for infections with a predominantly sexual mode of transmission"
subcategory,Z11.4,"Special screening examination for human immunodeficiency virus [HIV]"
subcategory,Z11.5,"Special screening examination for other viral diseases"
subcategory,Z11.6,"Special screening examination for other protozoal diseases and helminthiases"
subcategory,Z11.8,"Special screening examination for other infectious and parasitic diseases"
subcategory,Z11.9,"Special screening examination for infectious and parasitic diseases, unspecified"
subcategory,Z12.0,"Special screening examination for neoplasm of stomach"
subcategory,Z12.1,"Special screening examination for neoplasm of intestinal tract"
subcategory,Z12.2,"Special screening examination for neoplasm of respiratory organs"
subcategory,Z12.3,"Special screening examination for neoplasm of breast"
subcategory,Z12.4,"Special screening examination for neoplasm of cervix"
subcategory,Z12.5,"Special screening examination for neoplasm of prostate"
subcategory,Z12.6,"Special screening examination for neoplasm of bladder"
subcategory,Z12.8,"Special screening examination for neoplasms of other sites"
subcategory,Z12.9,"Special screening examination for neoplasm, unspecified"
subcategory,Z13.0,"Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
subcategory,Z13.1,"Special screening examination for diabetes mellitus"
subcategory,Z13.2,"Special screening examination for nutritional disorders"
subcategory,Z13.3,"Special screening examination for mental and behavioural disorders"
subcategory,Z13.4,"Special screening examination for certain developmental disorders in childhood"
subcategory,Z13.5,"Special screening examination for eye and ear disorders"
subcategory,Z13.6,"Special screening examination for cardiovascular disorders"
subcategory,Z13.7,"Special screening examination for congenital malformations, deformations and chromosomal abnormalities"
subcategory,Z13.8,"Special screening examination for other specified diseases and disorders"
subcategory,Z13.9,"Special screening examination, unspecified"
subcategory,Z20.0,"Contact with and exposure to intestinal infectious diseases"
subcategory,Z20.1,"Contact with and exposure to tuberculosis"
subcategory,Z20.2,"Contact with and exposure to infections with a predominantly sexual mode of transmission"
subcategory,Z20.3,"Contact with and exposure to rabies"
subcategory,Z20.4,"Contact with and exposure to rubella"
subcategory,Z20.5,"Contact with and exposure to viral hepatitis"
subcategory,Z20.6,"Contact with and exposure to human immunodeficiency virus [HIV]"
subcategory,Z20.7,"Contact with and exposure to pediculosis, acariasis and other infestations"
subcategory,Z20.8,"Contact with and exposure to other communicable diseases"
subcategory,Z20.9,"Contact with and exposure to unspecified communicable disease"
category,Z21,"Asymptomatic human immunodeficiency virus [HIV] infection status"
subcategory,Z22.0,"Carrier of typhoid"
subcategory,Z22.1,"Carrier of other intestinal infectious diseases"
subcategory,Z22.2,"Carrier of diphtheria"
subcategory,Z22.3,"Carrier of other specified bacterial diseases"
subcategory,Z22.4,"Carrier of infections with a predominantly sexual mode of transmission"
subcategory,Z22.6,"Carrier of human T-lymphotropic virus type- 1 [HTLV-1] infection"
subcategory,Z22.7,"Latent tuberculosis"
subcategory,Z22.8,"Carrier of other infectious diseases"
subcategory,Z22.9,"Carrier of infectious disease, unspecified"
subcategory,Z23.0,"Need for immunization against cholera alone"
subcategory,Z23.1,"Need for immunization against typhoid-paratyphoid alone [TAB]"
subcategory,Z23.2,"Need for immunization against tuberculosis [BCG]"
subcategory,Z23.3,"Need for immunization against plague"
subcategory,Z23.4,"Need for immunization against tularaemia"
subcategory,Z23.5,"Need for immunization against tetanus alone"
subcategory,Z23.6,"Need for immunization against diphtheria alone"
subcategory,Z23.7,"Need for immunization against pertussis alone"
subcategory,Z23.8,"Need for immunization against other single bacterial diseases"
subcategory,Z24.0,"Need for immunization against poliomyelitis"
subcategory,Z24.1,"Need for immunization against arthropod-borne viral encephalitis"
subcategory,Z24.2,"Need for immunization against rabies"
subcategory,Z24.3,"Need for immunization against yellow fever"
subcategory,Z24.4,"Need for immunization against measles alone"
subcategory,Z24.5,"Need for immunization against rubella alone"
subcategory,Z24.6,"Need for immunization against viral hepatitis"
subcategory,Z25.0,"Need for immunization against mumps alone"
subcategory,Z25.1,"Need for immunization against influenza"
subcategory,Z25.8,"Need for immunization against other specified single viral diseases"
subcategory,Z26.0,"Need for immunization against leishmaniasis"
subcategory,Z26.8,"Need for immunization against other specified single infectious diseases"
