icd10code,symptoms
R69,"fever, fatigue, weakness, malaise, nonspecific pain"
R70.0,"fever, chills, sweating, elevated body temperature, flu-like symptoms"
R70.1,"elevated white blood cell count, fever, fatigue, inflammation, infection"
R71,"abnormal bruising, prolonged bleeding, frequent nosebleeds, excessive menstrual bleeding, unexplained petechiae"
R72,"abnormal bruising, prolonged bleeding, frequent nosebleeds, petechiae, fatigue"
R73.0,"elevated glucose levels, increased thirst, frequent urination, fatigue, blurred vision"
R73.9,"increased thirst, frequent urination, blurred vision, fatigue, unintended weight loss"
R74.0,"elevated liver enzymes, fatigue, jaundice, abdominal pain, dark urine"
R74.8,"abnormal liver function test, elevated liver enzymes, jaundice, fatigue, nausea"
R74.9,"fatigue, jaundice, abdominal pain, dark urine, nausea"
R75,"asymptomatic, fatigue, mild fever, lymphadenopathy, night sweats"
R76.0,asymptomatic
R76.1,"positive tuberculin skin test, no active tuberculosis, latent tuberculosis infection, prior bcg vaccination reaction, asymptomatic"
R76.2,"asymptomatic, abnormal reaction to tuberculin test, positive mantoux test, positive ppd test"
R76.8,"abnormal test results, unspecified inflammation, abnormal immune response, nonspecific lab findings, elevated markers of infection"
R76.9,"asymptomatic, abnormal findings, unexplained test results, requires further investigation"
R77.0,"abnormal liver function, jaundice, fatigue, nausea, abdominal pain"
R77.1,"abnormal bruising, spontaneous bleeding, prolonged bleeding, petechiae, nosebleeds"
R77.2,"abnormal bruising, frequent nosebleeds, prolonged bleeding, excessive menstrual bleeding, delayed clotting"
R77.8,"abnormal fatigue, pale skin, easy bruising, frequent infections, delayed wound healing"
R77.9,"fatigue, jaundice, frequent infections, bruising easily, delayed wound healing"
R78.0,"abnormal blood test result, substance found in blood, unusual blood chemistry, toxic substance presence, metabolic irregularities"
R78.1,"abnormal blood test, elevated alcohol level, dizziness, nausea, confusion"
R78.2,"abnormal fatigue, dizziness, weakness, irregular heartbeat, confusion"
R78.3,"positive blood alcohol level, fatigue, confusion, dizziness, impaired coordination"
R78.4,"positive blood alcohol level, confusion, slurred speech, impaired coordination, altered mental status"
R78.5,"abnormal blood alcohol level, confusion, dizziness, blurred vision, slowed reflexes"
R78.6,"positive blood alcohol level, impaired coordination, slurred speech, altered behavior, diminished reflexes"
R78.7,"abnormal blood alcohol level, headache, dizziness, confusion, nausea"
R78.8,"abnormal lab findings, elevated toxins, positive drug test, substance exposure markers, atypical metabolic indicators"
R78.9,"abnormal blood test result, elevated biomarkers, nonspecific laboratory findings, unidentified blood abnormalities, unexplained test irregularities"
R79.0,"abnormal glucose levels, increased thirst, frequent urination, excessive hunger, fatigue"
R79.8,"abnormal fatigue, unexpected weight loss, dizziness, excessive thirst, blurred vision"
R79.9,"abnormal lab findings, fatigue, dizziness, weakness, unexplained weight loss"
R80,"proteinuria, foamy urine, swelling in legs, fatigue, weight gain"
R81,"typically asymptomatic, glucose in urine detected, potential excessive thirst, frequent urination"
R82.0,"abnormal urine color, red-tinged urine, pink-tinged urine, brown urine, dark orange urine"
R82.1,"abnormal urine odor, strong ammonia smell, sweet or fruity scent, fishy urine odor, pungent or musty urine smell"
R82.2,"abnormal urine odor, unusual urine color, frequent urination, foul-smelling urine, strong ammonia-like odor"
R82.3,"abnormal urine odor, strong urine smell, foul urine odor, sweet urine smell, chemical-like urine odor"
R82.4,"abnormal urine odor, foul-smelling urine, ammonia-like urine smell, chemical-like urine odor, metallic urine smell"
R82.5,"abnormal urine color, dark urine, discolored urine, cloudy urine, red-tinged urine"
R82.6,"abnormal urine odor, sweet urine smell, foul urine odor, musty urine smell, ammonia-like urine odor"
R82.7,"abnormal urine odor, unusual urine color, foamy urine, cloudy urine, strong ammonia-like smell"
R82.8,"abnormal urine color, unusual urine odor, presence of sediment in urine, foamy urine"
R82.9,"abnormal urine odor, cloudy urine, blood in urine, unusual urine color, foamy urine"
R83,"abnormal color, unusual consistency, presence of odor, detection of cells, unusual chemical findings"
R84,"abnormal sputum color, blood in sputum, foul-smelling sputum, thick mucus in sputum, presence of unexpected cells in sputum"
R85,"abnormal pap smear, atypical glandular cells, squamous intraepithelial lesion, cervical dysplasia, atypical squamous cells"
R86,"abnormal odor of urine, abnormal urine findings, presence of cells in urine, presence of casts in urine, abnormal urine color"
R87,"abnormal cervical smear, cervical dysplasia, hpv infection, atypical squamous cells, inflammation of cervix"
R89,"abnormal lab results, nonspecific findings, abnormal imaging results, tissue abnormalities, unexplained test anomalies"
R90.0,"abnormal brain imaging, cognitive decline, memory issues, neurological deficits, altered mental status"
R90.8,"headache, nausea, dizziness, visual disturbances, confusion"
R91,"abnormal chest x-ray, lung nodule, pulmonary opacity, suspicious lung mass, irregular lung findings"
R92,"abnormal mammogram findings, breast lumps, nipple discharge, breast pain, skin changes on breast"
R93.0,"abnormal chest x-ray finding, pulmonary nodule, lung opacity, pleural effusion, mediastinal abnormality"
R93.1,"abnormal chest x-ray findings, lung opacity, pleural thickening, pulmonary nodule, hilar enlargement"
R93.2,"abdominal pain, bloating, nausea, irregular bowel movements, abnormal imaging findings"
R93.3,"abnormal findings on ultrasound, unexplained breast pain, lump in breast, breast asymmetry, unclear breast density"
R93.4,"abnormal chest imaging findings, unexplained chest pain, persistent cough, difficulty breathing, abnormal lung function tests"
R93.5,"abnormal skin imaging findings, skin discoloration, abnormal skin texture, unexpected skin lesions, unexplained skin thickening"
R93.6,"abnormal findings on imaging of limbs, swelling, pain, limited range of motion, abnormal growth"
R93.7,"abnormal lung imaging findings, unexplained pulmonary opacity, lung shadowing, suspected lung lesion, irregular chest x-ray findings"
R93.8,"abnormal imaging findings, unexplained masses, unusual densities, irregular organ shapes, atypical tissue appearances"
R94.0,"abnormal lab results, altered glucose levels, abnormal thyroid function, irregular liver enzyme levels, elevated cholesterol levels"
R94.1,"abnormal cardiac rhythm, chest discomfort, palpitations, fatigue, shortness of breath"
R94.2,"abnormal stress test, irregular heartbeat detection, abnormal ecg results, exercise-induced chest pain, atypical heart rate response"
R94.3,"abnormal ecg findings, irregular heartbeat, chest pain, dizziness, shortness of breath"
R94.4,"abnormal cardiac sounds, irregular heart rhythm, atypical electrocardiogram findings, abnormal cardiac stress test results, prolonged qt interval"
R94.5,"abnormal liver function tests, elevated liver enzymes, jaundice, fatigue, abdominal pain"
R94.6,"abnormal laboratory findings, altered blood glucose levels, high cholesterol, abnormal liver enzymes, unusual electrolyte levels"
R94.7,"abnormal lab test results, abnormal liver enzymes, elevated ast, elevated alt, elevated gamma-glutamyl transferase"
R94.8,"abnormal lab test results, altered imaging findings, irregular ecg patterns, anomalous pulmonary testing, atypical neurological test results"
R95.0,"sudden cessation of breathing, unexpected infant death, unexplained cause after investigation, no signs of distress, occurs during sleep"
R95.9,"sudden apnea, unexplained death, absence of warning signs, lack of clear cause, sudden infant demise"
R96.0,"sudden collapse, unresponsiveness, absence of pulse, cessation of breathing, loss of consciousness"
R96.1,"sudden collapse, unresponsiveness, cessation of breathing, absence of pulse, loss of consciousness"
R98,"death from unknown cause, sudden collapse, unresponsiveness, asymptomatic, no clear diagnosis before death"
R99,"unspecified symptoms, sudden death, unknown causes, unresponsive state, unexplained collapse"
S00.0,"laceration, bleeding, tenderness, bruising, swelling"
S00.1,"swelling, redness, tenderness, pain, bruising"
S00.2,"bruising, swelling, tenderness, redness, mild pain"
S00.3,"swelling, bruising, tenderness, headache, abrasion"
S00.4,"bruising, swelling, pain, discoloration, tenderness"
S00.5,"swelling, redness, pain, bruising, tenderness"
S00.7,"pain, swelling, bruising, tenderness, laceration"
S00.8,"bruising, swelling, tenderness, minor cuts, abrasions"
S00.9,"headache, bruising, swelling, bleeding, tenderness"
S01.0,"headache, swelling, bruising, bleeding, loss of consciousness"
S01.1,"pain, swelling, bruising, bleeding, open wound"
S01.2,"laceration of scalp, bleeding, pain, swelling, tenderness"
S01.3,"bleeding, swelling, bruising, headache, localized pain"
S01.4,"laceration on forehead, bleeding, bruising, swelling, tenderness"
S01.5,"forehead wound, swelling, bruising, bleeding, tenderness"
S01.7,"headache, swelling, bruising, bleeding, redness"
S01.8,"swelling, bruising, tenderness, bleeding, pain"
S01.9,"headache, bleeding, swelling, bruising, tenderness"
S02.0,"pain in the jaw, swelling, difficulty chewing, bruising, misaligned teeth"
S02.1,"swelling, tenderness, bruising, pain, difficulty chewing"
S02.2,"pain, swelling, bruising, tenderness, difficulty moving the jaw"
S02.3,"pain at the fracture site, swelling, bruising, tenderness, difficulty breathing"
S02.4,"facial pain, swelling, bruising, difficulty chewing, nosebleeds"
S02.5,"pain at fracture site, swelling, bruising, difficulty moving jaw, misaligned bite"
S02.6,"pain in the jaw, swelling, bruising, difficulty in mouth opening, numbness around the jaw"
S02.7,"pain, swelling, bruising, deformity, difficulty chewing"
S02.8,"swelling, pain, bruising, tenderness, difficulty moving affected area"
S02.9,"pain, swelling, bruising, deformity, tenderness"
S03.0,"pain, swelling, bruising, tenderness, limited range of motion"
S03.1,"pain, swelling, headache, dizziness, limited jaw movement"
S03.2,"jaw pain, swelling, bruising, difficulty opening mouth, misalignment of teeth"
S03.3,"pain in the jaw, swelling in the jaw area, bruising near the jaw, difficulty opening the mouth, jaw misalignment"
S03.4,"pain, swelling, limited range of motion, tenderness, headache"
S03.5,"pain, swelling, bruising, tenderness, reduced range of motion"
S04.0,"blurred vision, eye pain, headache, double vision, decreased visual acuity"
S04.1,"decreased vision, eye pain, blurred vision, diplopia, photophobia"
